Area,Year,Variable,Value_efficiency,Unit,Variable_GDP per capita,Value_GDP per capita,Unit_GDP per capita,Variable_Total population with access to safe drinking-water (JMP),Value_Total population with access to safe drinking-water (JMP),Unit_Total population with access to safe drinking-water (JMP),Variable_Population affected by water related disease,Value_Population affected by water related disease,Unit_Population affected by water related disease,Variable_Gender Inequality Index (GII) [equality = 0; inequality = 1),Value_Gender Inequality Index (GII) [equality = 0; inequality = 1),Unit_Gender Inequality Index (GII) [equality = 0; inequality = 1),Variable_Human Development Index (HDI) [highest = 1],Value_Human Development Index (HDI) [highest = 1],Unit_Human Development Index (HDI) [highest = 1],Variable_Total renewable water resources per capita,Value_Total renewable water resources per capita,Unit_Total renewable water resources per capita,Variable_Agricultural water withdrawal as % of total water withdrawal,Value_Agricultural water withdrawal as % of total water withdrawal,Unit_Agricultural water withdrawal as % of total water withdrawal,Variable_Industrial water withdrawal as % of total water withdrawal,Value_Industrial water withdrawal as % of total water withdrawal,Unit_Industrial water withdrawal as % of total water withdrawal
Iraq,2010,SDG 6.4.1. Water Use Efficiency,2.514719136,US$/m3,GDP per capita,4430.42624,current US$/inhab,Total population with access to safe drinking-water (JMP),85.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.548,,Human Development Index (HDI) [highest = 1],0.652,,Total renewable water resources per capita,2874.151903694,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,86.445783132,%,Industrial water withdrawal as % of total water withdrawal,9.006024096,%
Iraq,2011,SDG 6.4.1. Water Use Efficiency,2.817641038,US$/m3,GDP per capita,5736.898958,current US$/inhab,Total population with access to safe drinking-water (JMP),85.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.546,,Human Development Index (HDI) [highest = 1],0.658,,Total renewable water resources per capita,2775.336052397,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,87.554858934,%,Industrial water withdrawal as % of total water withdrawal,8.181818182,%
Iraq,2012,SDG 6.4.1. Water Use Efficiency,3.350249513,US$/m3,GDP per capita,6437.4591,current US$/inhab,Total population with access to safe drinking-water (JMP),86.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.544,,Human Development Index (HDI) [highest = 1],0.662,,Total renewable water resources per capita,2653.52037197,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,88.758169935,%,Industrial water withdrawal as % of total water withdrawal,7.287581699,%
Iraq,2013,SDG 6.4.1. Water Use Efficiency,3.749260222,US$/m3,GDP per capita,6612.902251,current US$/inhab,Total population with access to safe drinking-water (JMP),86.5,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.542,,Human Development Index (HDI) [highest = 1],0.662,,Total renewable water resources per capita,2532.565991579,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,90.068259386,%,Industrial water withdrawal as % of total water withdrawal,6.313993174,%
Iraq,2014,SDG 6.4.1. Water Use Efficiency,3.923911507,US$/m3,GDP per capita,6215.986034,current US$/inhab,Total population with access to safe drinking-water (JMP),86.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5388,,Human Development Index (HDI) [highest = 1],0.662,,Total renewable water resources per capita,2445.403762123,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.5,%,Industrial water withdrawal as % of total water withdrawal,5.25,%
Iraq,2015,SDG 6.4.1. Water Use Efficiency,4.738473841,US$/m3,GDP per capita,4416.942923,current US$/inhab,Total population with access to safe drinking-water (JMP),86.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5388,,Human Development Index (HDI) [highest = 1],0.665,,Total renewable water resources per capita,2379.904789507,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.494845361,%,Industrial water withdrawal as % of total water withdrawal,5.326460481,%
Iraq,2016,SDG 6.4.1. Water Use Efficiency,4.893789626,US$/m3,GDP per capita,4305.2027,current US$/inhab,Total population with access to safe drinking-water (JMP),86.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5388,,Human Development Index (HDI) [highest = 1],0.672,,Total renewable water resources per capita,2322.087248927,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.49156939,%,Industrial water withdrawal as % of total water withdrawal,5.317769131,%
Iraq,2017,SDG 6.4.1. Water Use Efficiency,4.333092669,US$/m3,GDP per capita,4725.19337,current US$/inhab,Total population with access to safe drinking-water (JMP),86.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5388,,Human Development Index (HDI) [highest = 1],0.684,,Total renewable water resources per capita,2267.979924466,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,87.81054098,%,Industrial water withdrawal as % of total water withdrawal,10.935686092,%
Iraq,2018,SDG 6.4.1. Water Use Efficiency,5.698362452,US$/m3,GDP per capita,5601.46706,current US$/inhab,Total population with access to safe drinking-water (JMP),86.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5388,,Human Development Index (HDI) [highest = 1],0.689,,Total renewable water resources per capita,2213.807596321,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,91.480488531,%,Industrial water withdrawal as % of total water withdrawal,16.085790885,%
Iraq,2019,SDG 6.4.1. Water Use Efficiency,3.587610825,US$/m3,GDP per capita,5621.181695,current US$/inhab,Total population with access to safe drinking-water (JMP),86.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5388,,Human Development Index (HDI) [highest = 1],0.689,,Total renewable water resources per capita,2161.992054571,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,78.117273048,%,Industrial water withdrawal as % of total water withdrawal,9.696220417,%
Iraq,2020,SDG 6.4.1. Water Use Efficiency,3.870021422,US$/m3,GDP per capita,4251.337242,current US$/inhab,Total population with access to safe drinking-water (JMP),86.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5388,,Human Development Index (HDI) [highest = 1],0.689,,Total renewable water resources per capita,2111.52181273,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,72.570045735,%,Industrial water withdrawal as % of total water withdrawal,8.527596466,%
Iraq,2021,SDG 6.4.1. Water Use Efficiency,4.221912696,US$/m3,GDP per capita,4686.129929,current US$/inhab,Total population with access to safe drinking-water (JMP),86.6,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.5388,,Human Development Index (HDI) [highest = 1],0.689,,Total renewable water resources per capita,2064.153125706,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,73.470205544,%,Industrial water withdrawal as % of total water withdrawal,10.654346596,%
Ireland,2005,SDG 6.4.1. Water Use Efficiency,225.554981532,US$/m3,GDP per capita,51390.833118,current US$/inhab,Total population with access to safe drinking-water (JMP),96.9,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.195,,Human Development Index (HDI) [highest = 1],0.893,,Total renewable water resources per capita,12617.635183402,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,14.108260325,%,Industrial water withdrawal as % of total water withdrawal,15.548281506,%
Ireland,2006,SDG 6.4.1. Water Use Efficiency,203.277963208,US$/m3,GDP per capita,54778.039537,current US$/inhab,Total population with access to safe drinking-water (JMP),97.0,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1898,,Human Development Index (HDI) [highest = 1],0.895,,Total renewable water resources per capita,12279.192954766,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,11.43236271,%,Industrial water withdrawal as % of total water withdrawal,9.387543167,%
Ireland,2007,SDG 6.4.1. Water Use Efficiency,276.188381332,US$/m3,GDP per capita,61865.32134,current US$/inhab,Total population with access to safe drinking-water (JMP),97.1,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1846,,Human Development Index (HDI) [highest = 1],0.899,,Total renewable water resources per capita,11927.059608233,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,13.79109589,%,Industrial water withdrawal as % of total water withdrawal,6.98630137,%
Ireland,2008,SDG 6.4.1. Water Use Efficiency,223.897459076,US$/m3,GDP per capita,61615.660593,current US$/inhab,Total population with access to safe drinking-water (JMP),97.2,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1794,,Human Development Index (HDI) [highest = 1],0.9,,Total renewable water resources per capita,11679.115405831,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,10.916439929,%,Industrial water withdrawal as % of total water withdrawal,10.71355551,%
Ireland,2009,SDG 6.4.1. Water Use Efficiency,245.593443281,US$/m3,GDP per capita,52334.703293,current US$/inhab,Total population with access to safe drinking-water (JMP),97.3,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1742,,Human Development Index (HDI) [highest = 1],0.896,,Total renewable water resources per capita,11556.089703702,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,11.707397622,%,Industrial water withdrawal as % of total water withdrawal,17.804731596,%
Ireland,2010,SDG 6.4.1. Water Use Efficiency,206.74646305,US$/m3,GDP per capita,48998.363386,current US$/inhab,Total population with access to safe drinking-water (JMP),97.4,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.169,,Human Development Index (HDI) [highest = 1],0.89,,Total renewable water resources per capita,11492.766739933,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,8.959374178,%,Industrial water withdrawal as % of total water withdrawal,19.163160663,%
Ireland,2011,SDG 6.4.1. Water Use Efficiency,202.363543309,US$/m3,GDP per capita,52522.899764,current US$/inhab,Total population with access to safe drinking-water (JMP),97.5,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.151,,Human Development Index (HDI) [highest = 1],0.894,,Total renewable water resources per capita,11442.400386753,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,8.14218844,%,Industrial water withdrawal as % of total water withdrawal,23.239782089,%
Ireland,2012,SDG 6.4.1. Water Use Efficiency,198.918464214,US$/m3,GDP per capita,49433.483213,current US$/inhab,Total population with access to safe drinking-water (JMP),97.7,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.133,,Human Development Index (HDI) [highest = 1],0.899,,Total renewable water resources per capita,11392.141613083,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,7.356586612,%,Industrial water withdrawal as % of total water withdrawal,27.158843687,%
Ireland,2013,SDG 6.4.1. Water Use Efficiency,192.970673181,US$/m3,GDP per capita,51924.56843,current US$/inhab,Total population with access to safe drinking-water (JMP),97.8,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.115,,Human Development Index (HDI) [highest = 1],0.908,,Total renewable water resources per capita,11331.859610463,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,6.383112664,%,Industrial water withdrawal as % of total water withdrawal,29.909416502,%
Ireland,2014,SDG 6.4.1. Water Use Efficiency,199.189791754,US$/m3,GDP per capita,55996.71747,current US$/inhab,Total population with access to safe drinking-water (JMP),97.9,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1129,,Human Development Index (HDI) [highest = 1],0.92,,Total renewable water resources per capita,11250.134406654,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,5.504657787,%,Industrial water withdrawal as % of total water withdrawal,32.391510766,%
Ireland,2015,SDG 6.4.1. Water Use Efficiency,251.69346654,US$/m3,GDP per capita,62510.255521,current US$/inhab,Total population with access to safe drinking-water (JMP),97.9,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1129,,Human Development Index (HDI) [highest = 1],0.926,,Total renewable water resources per capita,11145.022461507,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,4.924445203,%,Industrial water withdrawal as % of total water withdrawal,36.235590202,%
Ireland,2016,SDG 6.4.1. Water Use Efficiency,247.348546396,US$/m3,GDP per capita,63380.307533,current US$/inhab,Total population with access to safe drinking-water (JMP),97.9,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1129,,Human Development Index (HDI) [highest = 1],0.936,,Total renewable water resources per capita,11026.789160157,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,4.201839615,%,Industrial water withdrawal as % of total water withdrawal,38.71827239,%
Ireland,2017,SDG 6.4.1. Water Use Efficiency,224.408422707,US$/m3,GDP per capita,70491.993301,current US$/inhab,Total population with access to safe drinking-water (JMP),97.9,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1129,,Human Development Index (HDI) [highest = 1],0.939,,Total renewable water resources per capita,10897.23197734,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,3.069979375,%,Industrial water withdrawal as % of total water withdrawal,35.68611545,%
Ireland,2018,SDG 6.4.1. Water Use Efficiency,213.90641105,US$/m3,GDP per capita,79788.214352,current US$/inhab,Total population with access to safe drinking-water (JMP),97.9,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1129,,Human Development Index (HDI) [highest = 1],0.942,,Total renewable water resources per capita,10756.008833993,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,2.251161573,%,Industrial water withdrawal as % of total water withdrawal,33.492572476,%
Ireland,2019,SDG 6.4.1. Water Use Efficiency,224.477176171,US$/m3,GDP per capita,81560.488797,current US$/inhab,Total population with access to safe drinking-water (JMP),97.9,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1129,,Human Development Index (HDI) [highest = 1],0.942,,Total renewable water resources per capita,10620.873816053,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,2.298626034,%,Industrial water withdrawal as % of total water withdrawal,33.56124243,%
Ireland,2020,SDG 6.4.1. Water Use Efficiency,239.112696137,US$/m3,GDP per capita,86098.268784,current US$/inhab,Total population with access to safe drinking-water (JMP),97.9,%,,,,Gender Inequality Index (GII) [equality = 0; inequality = 1),0.1129,,Human Development Index (HDI) [highest = 1],0.942,,Total renewable water resources per capita,10513.293351818,m3/inhab/year,Agricultural water withdrawal as % of total water withdrawal,2.459761163,%,Industrial water withdrawal as % of total water withdrawal,33.579958463,%
